96,724,1
155,399,1
188,2038,1
188,2127,1
188,353,1
188,374,1
188,935,1
1884,1915,1
1885,2197,1
1887,1950,1
1887,2001,1
1887,2025,1
1887,2043,1
1887,2049,1
1887,2054,1
1887,2074,1
1887,2159,1
1887,2187,1
1889,1953,1
1890,2187,1
1897,1899,1
1897,2217,1
1899,2217,1
19,112,1
19,117,1
19,1241,1
19,1288,1
188,1003,1
1853,1953,1
1853,1889,1
184,458,1
184,279,1
184,292,1
184,306,1
184,324,1
184,326,1
184,355,1
184,370,1
184,380,1
184,386,1
184,399,1
184,418,1
184,517,1
1849,2187,1
184,570,1
184,724,1
1846,1895,1
1849,1887,1
1849,1950,1
1849,2001,1
1849,2025,1
1849,2043,1
1849,2049,1
1849,2054,1
1849,2074,1
19,129,1
19,1301,1
19,1362,1
19,458,1
19,292,1
19,306,1
19,324,1
19,326,1
19,355,1
19,370,1
19,380,1
19,386,1
19,399,1
19,40,1
19,418,1
19,517,1
19,265,1
19,570,1
19,724,1
19,90,1
19,96,1
1902,1942,1
1910,2222,1
1930,2223,1
1935,1943,1
1935,2149,1
1943,2149,1
1949,1952,1
19,279,1
19,257,1
19,1381,1
19,2001,1
19,1396,1
19,1517,1
19,155,1
19,1558,1
19,1570,1
19,1583,1
19,1640,1
19,184,1
19,1849,1
19,1887,1
19,1950,1
19,2025,1
19,248,1
19,203,1
19,2043,1
19,2049,1
19,2054,1
19,2074,1
19,217,1
19,2187,1
19,22,1
19,226,1
19,237,1
19,243,1
184,265,1
184,257,1
184,248,1
1583,1950,1
1570,1950,1
1570,2001,1
1570,2025,1
1570,2043,1
1570,2049,1
1570,2054,1
1570,2074,1
1570,2187,1
1583,1640,1
1583,1849,1
1583,1887,1
1583,2001,1
1570,1849,1
1583,2025,1
1583,2043,1
1583,2049,1
1583,2054,1
1583,2074,1
1583,2187,1
1640,1849,1
1640,1887,1
1640,1950,1
1640,2001,1
1640,2025,1
1570,1887,1
1570,1640,1
1640,2049,1
1558,1570,1
155,458,1
155,517,1
155,570,1
155,724,1
1551,1709,1
1551,1758,1
1551,1811,1
1551,1826,1
1551,1846,1
1551,1895,1
1557,2069,1
1558,1583,1
1570,1583,1
1558,1640,1
1558,1849,1
1558,1887,1
1558,1950,1
1558,2001,1
1558,2025,1
1558,2043,1
1558,2049,1
1558,2054,1
1558,2074,1
1558,2187,1
1640,2043,1
1640,2054,1
184,243,1
184,1887,1
184,1288,1
184,1301,1
184,1362,1
184,1381,1
184,1396,1
184,1517,1
184,1558,1
184,1570,1
184,1583,1
184,1640,1
184,1849,1
184,1950,1
1833,2217,1
184,2001,1
184,2025,1
184,203,1
184,2043,1
184,2049,1
184,2054,1
184,2074,1
184,217,1
184,2187,1
184,226,1
184,237,1
184,1241,1
1833,1899,1
1640,2074,1
172,1174,1
1640,2187,1
168,1223,1
168,1884,1
168,1915,1
168,571,1
17,21,1
1709,1758,1
1709,1811,1
1709,1826,1
1709,1846,1
1709,1895,1
172,1390,1
1833,1897,1
172,2174,1
172,508,1
1758,1811,1
1758,1826,1
1758,1846,1
1758,1895,1
1811,1826,1
1811,1846,1
1811,1895,1
1826,1846,1
1826,1895,1
1949,1954,1
1950,2001,1
1950,2025,1
22,265,1
22,2043,1
22,2049,1
22,2054,1
22,2074,1
22,217,1
22,2187,1
22,226,1
22,237,1
22,243,1
22,248,1
22,257,1
22,279,1
22,2025,1
22,292,1
22,306,1
22,324,1
22,326,1
22,355,1
22,370,1
22,380,1
22,386,1
22,399,1
22,40,1
22,418,1
22,203,1
22,2001,1
22,517,1
22,1301,1
217,399,1
217,418,1
217,458,1
217,517,1
217,570,1
217,724,1
22,112,1
22,117,1
22,1241,1
22,1288,1
22,129,1
22,1362,1
22,1950,1
22,1381,1
22,1396,1
22,1517,1
22,155,1
22,1558,1
22,1570,1
22,1583,1
22,1640,1
22,184,1
22,1849,1
22,1887,1
22,458,1
22,570,1
217,380,1
226,458,1
226,279,1
226,292,1
226,306,1
226,324,1
226,326,1
226,355,1
226,370,1
226,380,1
226,386,1
226,399,1
226,418,1
226,517,1
226,257,1
226,570,1
226,724,1
237,1241,1
237,1288,1
237,1301,1
237,1362,1
237,1381,1
237,1396,1
237,1517,1
237,1558,1
237,1570,1
226,265,1
226,248,1
22,724,1
226,1583,1
22,90,1
22,96,1
226,1241,1
226,1288,1
226,1301,1
226,1362,1
226,1381,1
226,1396,1
226,1517,1
226,1558,1
226,1570,1
226,1640,1
226,243,1
226,1849,1
226,1887,1
226,1950,1
226,2001,1
226,2025,1
226,2043,1
226,2049,1
226,2054,1
226,2074,1
226,2187,1
226,237,1
217,386,1
217,370,1
1950,2043,1
203,2054,1
203,1558,1
203,1570,1
203,1583,1
203,1640,1
203,1849,1
203,1887,1
203,1950,1
203,2001,1
203,2025,1
203,2043,1
203,2049,1
203,2074,1
203,1396,1
203,217,1
203,2187,1
203,226,1
203,237,1
203,243,1
203,248,1
203,257,1
203,265,1
203,279,1
203,292,1
203,306,1
203,1517,1
203,1381,1
203,326,1
2001,2049,1
