444,1345,2
466,234,2
507,1415,2
517,1301,2
561,2,2
619,1536,2
634,395,2
647,334,2
652,1444,2
711,2089,2
784,1525,2
809,456,2
903,90,2
911,568,2
927,1715,2
967,75,2
993,168,2
1080,1839,2
1133,1746,2
1149,321,2
1185,100,2
1197,1909,2
1212,202,2
1536,1426,2
1550,1316,2
1749,515,2
1805,1354,2
1845,1308,2
1856,1622,2
1897,121,2
1936,1933,2
1990,497,2
2143,637,2
2180,1774,2
2230,710,2
2241,221,2
292,129,2
380,19,2
444,1345,2
466,234,2
507,1415,2
561,2,2
619,1536,2
634,395,2
647,334,2
652,1444,2
711,2089,2
784,1525,2
809,456,2
903,90,2
911,568,2
927,1715,2
967,75,2
993,168,2
1080,1839,2
1133,1746,2
1149,321,2
1185,100,2
1197,1909,2
1212,202,2
1536,1426,2
1550,1316,2
1732,248,3
1749,515,2
1805,1354,2
1845,1308,2
1856,1622,2
1897,121,2
1936,1933,2
1990,497,2
2074,226,2
2143,637,2
2180,1774,2
2230,710,2
2241,221,2
