1,742,1
1,2186,1
4,479,1
4,817,1
4,918,1
4,1732,1
12,479,1
12,817,1
12,918,1
12,1732,1
19,479,1
19,817,1
19,918,1
19,1732,1
22,479,1
22,817,1
22,918,1
22,1732,1
40,479,1
40,817,1
40,918,1
40,1732,1
90,479,1
90,817,1
90,918,1
90,1732,1
92,390,1
92,842,1
92,850,1
92,914,1
92,926,1
92,1072,1
92,1134,1
92,1281,1
92,1304,1
92,1527,1
92,1757,1
92,1893,1
92,2160,1
96,479,1
96,817,1
96,918,1
96,1732,1
112,479,1
112,817,1
112,918,1
112,1732,1
117,479,1
117,817,1
117,918,1
117,1732,1
129,479,1
129,817,1
129,918,1
129,1732,1
155,479,1
155,817,1
155,918,1
155,1732,1
168,402,1
168,480,1
168,911,1
168,919,1
168,942,1
168,1044,1
168,1239,1
168,1366,1
168,1404,1
168,1896,1
168,1903,1
168,1904,1
168,1911,1
168,2172,1
168,2212,1
184,479,1
184,817,1
184,918,1
184,1732,1
188,1338,1
188,2185,1
190,464,1
190,1068,1
203,479,1
203,817,1
203,918,1
203,1732,1
217,479,1
217,817,1
217,918,1
217,1732,1
226,479,1
226,817,1
226,918,1
226,1732,1
237,479,1
237,817,1
237,918,1
237,1732,1
243,479,1
243,817,1
243,918,1
243,1732,1
247,689,1
247,733,1
248,479,1
248,817,1
248,918,1
248,1732,1
257,479,1
257,817,1
257,918,1
257,1732,1
265,479,1
265,817,1
265,918,1
265,1732,1
279,479,1
279,817,1
279,918,1
279,1732,1
282,2137,1
292,479,1
292,817,1
292,918,1
292,1732,1
306,479,1
306,817,1
306,918,1
306,1732,1
315,8,1
315,117,1
315,541,1
315,578,1
315,599,1
315,920,1
315,1243,1
315,1271,1
315,1321,1
315,1322,1
315,1746,1
315,1752,1
315,1829,1
315,1849,1
315,1923,1
315,2090,1
315,2134,1
315,2215,1
322,304,1
322,404,1
322,436,1
322,818,1
322,2127,1
322,2197,1
324,479,1
324,817,1
324,918,1
324,1732,1
326,479,1
326,817,1
326,918,1
326,1732,1
333,939,1
333,1318,1
333,1330,1
